genome,host,date,completeness,geo,spc,is_host_adapted,is_human_infection,temp_22,temp_25,temp_37,opt_temp,opt_ph,growth_rate,ref
GCF_001207555.1,Homo sapiens,2002-082002,96.32,Netherlands: Amsterdam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001327915.1,Homo sapiens,2008,96.32,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001395775.1,Homo sapiens,2009,96.32,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_014900555.1,Homo sapiens,,96.32,India,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001393615.1,Homo sapiens,2008,96.33,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001394675.1,Homo sapiens,2003,96.33,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001394835.1,Homo sapiens,2006,96.33,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001393615.1,Homo sapiens,2008,96.33,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001394675.1,Homo sapiens,2003,96.33,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001394835.1,Homo sapiens,2006,96.33,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001318725.1,Homo sapiens,1996-041996,96.34,Netherlands: Amsterdam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_022870345.1,Homo sapiens,15/06/1999,96.34,Ethiopia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_025399495.1,Homo sapiens,2017,96.34,United Kingdom: Leicester,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001318725.1,Homo sapiens,1996-041996,96.34,Netherlands: Amsterdam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_022870345.1,Homo sapiens,15/06/1999,96.34,Ethiopia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_025399495.1,Homo sapiens,2017,96.34,United Kingdom: Leicester,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001345215.1,Homo sapiens,01/01/2006,96.35,Uganda: Kampala,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_003398385.1,Homo sapiens,2011/2014,96.35,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_031625315.1,Homo sapiens,24/02/2021,96.35,India: Assam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001345215.1,Homo sapiens,01/01/2006,96.35,Uganda: Kampala,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_003398385.1,Homo sapiens,2011/2014,96.35,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_031625315.1,Homo sapiens,24/02/2021,96.35,India: Assam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001394295.1,Homo sapiens,2009,96.36,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001394375.1,Homo sapiens,2008,96.36,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001397035.1,Homo sapiens,2008,96.36,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_018109105.1,Homo sapiens,2009,96.36,Malaysia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_022870165.1,Homo sapiens,05/02/2008,96.36,Ghana,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001394295.1,Homo sapiens,2009,96.36,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001394375.1,Homo sapiens,2008,96.36,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001397035.1,Homo sapiens,2008,96.36,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_018109105.1,Homo sapiens,2009,96.36,Malaysia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_022870165.1,Homo sapiens,05/02/2008,96.36,Ghana,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000804005.1,Homo sapiens,08/08/2005,96.37,South Korea: Changwon,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001209665.1,Homo sapiens,2002-122002,96.37,Netherlands: Amsterdam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001397395.1,Homo sapiens,2007,96.37,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_003396625.1,Homo sapiens,2011/2014,96.37,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_014901055.1,Homo sapiens,,96.37,India,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_900169965.1,,,96.37,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000804005.1,Homo sapiens,08/08/2005,96.37,South Korea: Changwon,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001209665.1,Homo sapiens,2002-122002,96.37,Netherlands: Amsterdam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001397395.1,Homo sapiens,2007,96.37,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_003396625.1,Homo sapiens,2011/2014,96.37,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_014901055.1,Homo sapiens,,96.37,India,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900169965.1,,,96.37,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001392455.1,Homo sapiens,2002,96.38,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001395455.1,Homo sapiens,2011,96.38,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001392455.1,Homo sapiens,2002,96.38,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001395455.1,Homo sapiens,2011,96.38,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001049435.1,,,96.39,Ethiopia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001090285.1,Homo sapiens,01/08/2004,96.39,Uganda: Kampala,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001393415.1,Homo sapiens,2007,96.39,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001049435.1,,,96.39,Ethiopia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001090285.1,Homo sapiens,01/08/2004,96.39,Uganda: Kampala,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001393415.1,Homo sapiens,2007,96.39,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001392815.1,Homo sapiens,2002,96.4,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_009730235.1,,Unknown,96.4,USA:VA,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_014901095.1,Homo sapiens,,96.4,India,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001392815.1,Homo sapiens,2002,96.4,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_009730235.1,,Unknown,96.4,USA:VA,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_014901095.1,Homo sapiens,,96.4,India,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001318865.1,Homo sapiens,1999-041999,96.41,Netherlands: Amsterdam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001394975.1,Homo sapiens,2003,96.41,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001835515.1,Dassie,unknown,96.41,South Africa,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_006379045.1,Homo sapiens,2011,96.41,Malaysia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001318865.1,Homo sapiens,1999-041999,96.41,Netherlands: Amsterdam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001394975.1,Homo sapiens,2003,96.41,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001835515.1,Dassie,unknown,96.41,South Africa,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_006379045.1,Homo sapiens,2011,96.41,Malaysia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001170265.1,Homo sapiens,2006-012006,96.42,Netherlands: Amsterdam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001210505.1,Homo sapiens,1993-121993,96.42,Netherlands: Amsterdam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001387395.1,Homo sapiens,2008,96.42,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_014900355.1,Homo sapiens,,96.42,India,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001170265.1,Homo sapiens,2006-012006,96.42,Netherlands: Amsterdam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001210505.1,Homo sapiens,1993-121993,96.42,Netherlands: Amsterdam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001387395.1,Homo sapiens,2008,96.42,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_014900355.1,Homo sapiens,,96.42,India,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001392015.1,Homo sapiens,2005,96.43,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001392015.1,Homo sapiens,2005,96.43,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001394635.1,Homo sapiens,2006,96.44,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001394635.1,Homo sapiens,2006,96.44,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001394615.1,Homo sapiens,2008,96.45,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_003049265.1,Homo sapiens,2017,96.45,Lebanon,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_003394665.1,Homo sapiens,2011/2014,96.45,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_017814935.1,Homo sapiens,04/09/2019,96.45,India: Arunachal Pradesh,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_030867025.1,Homo sapiens,2006,96.45,China:Tibet,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001394615.1,Homo sapiens,2008,96.45,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_003049265.1,Homo sapiens,2017,96.45,Lebanon,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_003394665.1,Homo sapiens,2011/2014,96.45,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_017814935.1,Homo sapiens,04/09/2019,96.45,India: Arunachal Pradesh,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_030867025.1,Homo sapiens,2006,96.45,China:Tibet,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001324445.1,Homo sapiens,2005,96.47,United Kingdom,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001324825.1,Homo sapiens,2010,96.47,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001395915.1,Homo sapiens,2011,96.47,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001397355.1,Homo sapiens,2000,96.47,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_004135445.1,Homo sapiens,17/02/2015,96.47,India,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_004135525.1,Homo sapiens,20/02/2015,96.47,India,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_014900275.1,Homo sapiens,,96.47,Moldova,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_023864475.1,Homo sapiens,2019,96.47,Malaysia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_900122335.1,Homo sapiens,2010,96.47,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001324445.1,Homo sapiens,2005,96.47,United Kingdom,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001324825.1,Homo sapiens,2010,96.47,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001395915.1,Homo sapiens,2011,96.47,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001397355.1,Homo sapiens,2000,96.47,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_004135445.1,Homo sapiens,17/02/2015,96.47,India,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_004135525.1,Homo sapiens,20/02/2015,96.47,India,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_014900275.1,Homo sapiens,,96.47,Moldova,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_023864475.1,Homo sapiens,2019,96.47,Malaysia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900122335.1,Homo sapiens,2010,96.47,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001327975.1,Homo sapiens,2011,96.48,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001392535.1,Homo sapiens,2005,96.48,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001395035.1,Homo sapiens,2007,96.48,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001395295.1,Homo sapiens,2005,96.48,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_014899765.1,Homo sapiens,,96.48,Sweden,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_022870185.1,Homo sapiens,14/06/2002,96.48,Gambia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001327975.1,Homo sapiens,2011,96.48,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001392535.1,Homo sapiens,2005,96.48,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001395035.1,Homo sapiens,2007,96.48,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001395295.1,Homo sapiens,2005,96.48,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_014899765.1,Homo sapiens,,96.48,Sweden,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_022870185.1,Homo sapiens,14/06/2002,96.48,Gambia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001328295.1,Homo sapiens,2003,96.49,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001388015.1,Homo sapiens,2010,96.49,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001390835.1,Homo sapiens,2010,96.49,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001392215.1,Homo sapiens,2008,96.49,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001393335.1,Homo sapiens,2008,96.49,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001394755.1,Homo sapiens,2007,96.49,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002116815.1,Homo sapiens,2013,96.49,Colombia: Buenaventura,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_014899705.1,Homo sapiens,,96.49,Belgium,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_018109365.1,Homo sapiens,2012,96.49,Malaysia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001328295.1,Homo sapiens,2003,96.49,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001388015.1,Homo sapiens,2010,96.49,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001390835.1,Homo sapiens,2010,96.49,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001392215.1,Homo sapiens,2008,96.49,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001393335.1,Homo sapiens,2008,96.49,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001394755.1,Homo sapiens,2007,96.49,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_002116815.1,Homo sapiens,2013,96.49,Colombia: Buenaventura,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_014899705.1,Homo sapiens,,96.49,Belgium,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_018109365.1,Homo sapiens,2012,96.49,Malaysia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001321965.1,Homo sapiens,1998,96.5,United Kingdom,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001327775.1,Homo sapiens,2007,96.5,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001390455.1,Homo sapiens,2010,96.5,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001391875.1,Homo sapiens,2005,96.5,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002131085.1,Homo sapiens,01/01/2012,96.5,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001321965.1,Homo sapiens,1998,96.5,United Kingdom,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001327775.1,Homo sapiens,2007,96.5,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001390455.1,Homo sapiens,2010,96.5,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001391875.1,Homo sapiens,2005,96.5,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_002131085.1,Homo sapiens,01/01/2012,96.5,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001084845.1,Homo sapiens,01/10/2003,96.51,Uganda: Kampala,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001327995.1,Homo sapiens,2003,96.51,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001389975.1,Homo sapiens,2010,96.51,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001395555.1,Homo sapiens,2000,96.51,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_023864495.1,Homo sapiens,2017,96.51,Malaysia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_025399305.1,Homo sapiens,2017,96.51,United Kingdom: Leicester,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_025399455.1,Homo sapiens,2001,96.51,United Kingdom: Leicester,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_025399505.1,Homo sapiens,2019-10,96.51,United Kingdom: Leicester,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_025399615.1,Homo sapiens,2019-03,96.51,United Kingdom: Leicester,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_025447365.1,Homo sapiens,21/09/2015,96.51,India: Agartala,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_900122825.1,Homo sapiens,2011,96.51,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001084845.1,Homo sapiens,01/10/2003,96.51,Uganda: Kampala,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001327995.1,Homo sapiens,2003,96.51,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001389975.1,Homo sapiens,2010,96.51,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001395555.1,Homo sapiens,2000,96.51,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_023864495.1,Homo sapiens,2017,96.51,Malaysia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_025399305.1,Homo sapiens,2017,96.51,United Kingdom: Leicester,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_025399455.1,Homo sapiens,2001,96.51,United Kingdom: Leicester,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_025399505.1,Homo sapiens,2019-10,96.51,United Kingdom: Leicester,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_025399615.1,Homo sapiens,2019-03,96.51,United Kingdom: Leicester,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_025447365.1,Homo sapiens,21/09/2015,96.51,India: Agartala,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900122825.1,Homo sapiens,2011,96.51,Peru,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001049415.1,,,96.52,Ethiopia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001211605.1,Homo sapiens,1995-071995,96.52,Netherlands: Amsterdam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001345235.1,Homo sapiens,01/01/2006,96.52,Uganda: Kampala,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001394795.1,Homo sapiens,2008,96.52,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001395075.1,Homo sapiens,2006,96.52,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_900169575.1,,,96.52,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001049415.1,,,96.52,Ethiopia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001211605.1,Homo sapiens,1995-071995,96.52,Netherlands: Amsterdam,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001345235.1,Homo sapiens,01/01/2006,96.52,Uganda: Kampala,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001394795.1,Homo sapiens,2008,96.52,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001395075.1,Homo sapiens,2006,96.52,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_900169575.1,,,96.52,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001851135.1,Homo sapiens,01/01/2012,96.53,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_003393845.1,Homo sapiens,2011/2014,96.53,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_018109225.1,Homo sapiens,2010,96.53,Malaysia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001851135.1,Homo sapiens,01/01/2012,96.53,Peru: Lima,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_003393845.1,Homo sapiens,2011/2014,96.53,South Africa: Kwa-Zulu Natal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_018109225.1,Homo sapiens,2010,96.53,Malaysia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001328515.1,Homo sapiens,2007,96.54,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001393295.1,Homo sapiens,2007,96.54,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_014899285.1,Homo sapiens,,96.54,Belgium,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001328515.1,Homo sapiens,2007,96.54,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001393295.1,Homo sapiens,2007,96.54,United Kingdom: Midlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_014899285.1,Homo sapiens,,96.54,Belgium,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001155525.1,Homo sapiens,01/07/2004,96.55,Uganda: Kampala,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001159945.1,Homo sapiens,2008/2014,96.55,South Africa: Durban,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001317985.1,Homo sapiens,1994-051994,96.55,Netherlands,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001325385.1,Homo sapiens,2010,96.55,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001388215.1,Homo sapiens,2009,96.55,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001390635.1,Homo sapiens,2010,96.55,Russia,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
